Reno,1,0.0666409
Reno,45,1.73323
Reno,150,2.5042
Sack,1,0.0823647
Sack,45,2.98552
Sack,150,9.04273
FR,1,0.0831535
FR,45,2.49778
FR,150,6.12093
GFR,1,0.0835918
GFR,45,2.69457
GFR,150,8.2705
JA-GFR,1,0.0831535
JA-GFR,45,2.88527
JA-GFR,150,9.08572
